RA150541100000000000000000000000238832;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00005;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
RA150541100000000000000000000000238833;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00002;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
RA150541100000000000000000000000238834;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00003;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
RA150541100000000000000000000000238835;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00009;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
RA150541100000000000000000000000238836;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00010;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
RA150541100000000000000000000000238837;15035;A CORUÑA;FENE;CALLE;LUBIAN;150074013390;00011;;;;;;BA ;;;AREA B;;;;;RA-15-NARON-02-OLT;1505432CT0419;CT8;LUBIAN 10;POSTE;;1;1;20251031
